,Region,State,Area,City,Consumer_profile,Product_category,Product_type,AC_1001_Issue,AC_1002_Issue,AC_1003_Issue,TV_2001_Issue,TV_2002_Issue,TV_2003_Issue,Claim_Value,Service_Centre,Product_Age,Purchased_from,Call_details,Purpose,Fraud
821,North East,West Bengal,Urban,Kolkata,Business,Household,AC,1,2,0,0,0,0,7000,10,151,Dealer,19,Complaint,0
822,North East,West Bengal,Urban,Kolkata,Business,Entertainment,TV,0,0,0,0,1,1,4000,10,153,Internet,22,Claim,0
823,North East,West Bengal,Urban,Kolkata,Business,Entertainment,TV,0,0,0,2,1,1,9000,10,160,Manufacturer,19,Claim,0
824,South,Karnataka,Urban,Bangalore,Business,Entertainment,TV,0,0,0,1,1,1,15000,10,60,Manufacturer,0.5,Complaint,1
826,East,Uttar Pradesh,Urban,Lucknow,Personal,Household,AC,0,1,1,0,0,0,50000,13,12,Manufacturer,1.5,Claim,1
827,North,Delhi,Urban,New Delhi,Personal,Household,AC,0,1,0,0,0,0,20000,15,15,Manufacturer,2.5,Claim,0
829,North West,Kerala,Urban,Kochi,Personal,Entertainment,TV,0,0,0,0,0,0,12000,14,3,Internet,1.4,Complaint,0
830,South East,Tamil Nadu,Urban,Chennai,Business,Entertainment,TV,0,0,0,1,1,1,15000,12,4,Manufacturer,1.6,Complaint,1
833,North West,Karnataka,Urban,Bangalore,Personal,Entertainment,TV,0,0,0,1,1,1,10000,14,9,Dealer,2.5,Claim,0
834,South,Delhi,Urban,New Delhi,Business,Entertainment,TV,0,0,0,0,0,0,25000,10,18,Dealer,1.6,Complaint,0
835,West,Andhra Pradesh,Urban,Hyderabad,Business,Household,AC,0,0,0,0,0,0,12000,12,60,Internet,2.6,Complaint,0
840,East,Karnataka,Urban,Bangalore,Personal,Household,AC,0,0,0,0,0,0,50000,13,7,Manufacturer,1.6,Claim,1
841,North East,Delhi,Urban,New Delhi,Personal,Household,AC,0,0,0,0,0,0,25000,15,21,Dealer,2.4,Complaint,0
842,North West,Delhi,Urban,New Delhi,Personal,Household,AC,0,0,0,0,0,0,12000,14,16,Internet,6.5,Complaint,0
843,South East,Kerala,Urban,Kochi,Business,Household,AC,0,0,0,0,0,0,15000,12,9,Manufacturer,0.5,Complaint,0
844,South,Bihar,Urban,Purnea,Business,Entertainment,TV,0,0,0,0,1,0,50000,10,14,Manufacturer,1.5,Claim,0
846,North,Bihar,Urban,Purnea,Personal,Household,AC,0,1,1,0,0,0,0,15,10,Internet,1.4,Complaint,0
847,South East,Maharashtra,Urban,Mumbai,Business,Household,AC,0,0,0,0,0,0,50000,12,6,Manufacturer,2.4,Claim,0
849,East,Maharashtra,Urban,Mumbai,Personal,Entertainment,TV,0,0,0,0,0,0,15000,13,18,Manufacturer,1.5,Complaint,0
850,North West,Maharashtra,Urban,Mumbai,Personal,Entertainment,TV,0,0,0,0,2,0,20000,14,21,Manufacturer,1.4,Claim,0
852,East,Andhra Pradesh,Urban,Hyderabad,Personal,Entertainment,TV,0,0,0,0,0,2,50000,13,18,Manufacturer,0.5,Complaint,1
854,North East,Tamil Nadu,Urban,Chennai,Personal,Entertainment,TV,0,0,0,0,0,2,25000,15,10,Dealer,1.5,Claim,0
855,North West,Gujarat,Urban,Vadodara,Personal,Household,AC,0,0,0,0,0,0,12000,14,12,Internet,2.5,Claim,0
857,South West,Andhra Pradesh,Urban,Hyderabad,Business,Household,AC,0,0,0,0,0,0,10000,13,6,Dealer,1.4,Complaint,0
858,West,Gujarat,Urban,Vadodara,Business,Household,AC,0,0,0,0,0,0,20000,12,4,Manufacturer,2.6,Claim,0
859,East,Andhra Pradesh,Urban,Hyderabad,Personal,Entertainment,TV,0,0,0,0,0,0,25000,13,5,Dealer,2.4,Claim,0
864,South West,Maharashtra,Urban,Pune,Business,Entertainment,TV,0,0,0,0,0,0,20000,13,16,Manufacturer,2.5,Other,1
866,West,Bihar,Urban,Patna,Business,Household,AC,0,0,0,0,0,0,12000,12,19,Internet,1.4,Complaint,0
867,East,Kerala,Urban,Kochi,Personal,Household,AC,0,0,0,0,0,0,15000,13,14,Manufacturer,1.6,Claim,1
868,North,Andhra Pradesh,Urban,Hyderabad,Personal,Entertainment,TV,0,0,0,1,1,1,10000,15,18,Dealer,2.6,Claim,0
871,South East,Andhra Pradesh,Urban,Hyderabad,Business,Entertainment,TV,0,0,0,0,0,0,25000,12,12,Dealer,0.5,Complaint,0
873,South,Kerala,Urban,Kochi,Business,Entertainment,TV,0,0,0,0,0,0,15000,10,6,Manufacturer,1.5,Claim,0
877,North East,Maharashtra,Urban,Pune,Personal,Entertainment,TV,0,0,0,0,0,0,25000,15,18,Dealer,1.6,Complaint,0
879,South East,Kerala,Urban,Kochi,Business,Entertainment,TV,0,0,0,0,0,0,15000,12,4,Manufacturer,2.4,Other,0
880,South West,Andhra Pradesh,Urban,Hyderabad,Business,Entertainment,TV,0,0,0,0,0,0,10000,13,21,Dealer,6.5,Other,0
881,South,Bihar,Urban,Purnea,Business,Household,AC,0,0,0,0,0,0,50000,10,16,Manufacturer,0.5,Complaint,0
882,West,Kerala,Urban,Kochi,Business,Entertainment,TV,0,0,0,0,0,0,20000,12,9,Manufacturer,1,Claim,0
883,East,Tamil Nadu,Urban,Chennai,Personal,Household,AC,0,0,0,0,0,0,25000,13,19,Dealer,1.5,Claim,0
885,North East,Andhra Pradesh,Urban,Hyderabad,Personal,Household,AC,1,1,1,0,0,0,15000,15,18,Manufacturer,1.3,Complaint,0
886,North West,Kerala,Urban,Kochi,Personal,Entertainment,TV,0,0,0,0,0,0,10000,14,60,Dealer,1.4,Complaint,0
888,South West,Tamil Nadu,Urban,Chennai,Business,Entertainment,TV,0,0,0,0,0,0,20000,13,12,Manufacturer,2.6,Claim,0
889,South,Andhra Pradesh,Urban,Hyderabad,Business,Entertainment,TV,0,0,0,0,0,0,25000,10,15,Dealer,2.4,Claim,0
892,North,Andhra Pradesh,Urban,Hyderabad,Personal,Household,AC,0,0,0,0,0,0,10000,15,4,Dealer,1,Other,0
893,North East,Kerala,Urban,Kochi,Personal,Household,AC,0,0,0,0,0,0,50000,15,5,Manufacturer,1.5,Other,0
894,North West,Kerala,Urban,Kochi,Personal,Household,AC,0,0,0,0,0,0,20000,14,18,Manufacturer,2.5,Other,0
895,South East,Gujarat,Urban,Ahmedabad,Business,Entertainment,TV,0,0,0,0,0,0,25000,12,7,Dealer,1.3,Other,0
896,South West,Andhra Pradesh,Urban,Hyderabad,Business,Entertainment,TV,0,0,0,0,0,0,12000,13,4,Internet,1.4,Other,0
898,West,Andhra Pradesh,Urban,Hyderabad,Business,Entertainment,TV,0,0,0,0,0,0,10000,12,16,Dealer,2.6,Other,0
904,North,Haryana,Urban,Chandigarh,Personal,Household,AC,0,1,2,0,0,0,18000,14,10,Dealer,1.4,Claim,0
905,South,Tamil Nadu,Urban,Chennai,Business,Entertainment,TV,0,0,0,1,1,0,12000,16,20,Manufacturer,2,Complaint,0
907,North West,Kerala,Urban,Kochi,Personal,Entertainment,TV,0,0,0,2,1,0,12000,14,3,Internet,1.4,Complaint,0
908,South East,Tamil Nadu,Urban,Chennai,Business,Entertainment,TV,0,0,0,1,1,1,15000,12,4,Manufacturer,1.6,Complaint,0
909,South West,Andhra Pradesh,Urban,Hyderabad,Business,Entertainment,TV,0,0,0,1,1,1,10000,13,5,Dealer,2.6,Claim,0
910,South,Karnataka,Urban,Bangalore,Business,Household,AC,0,0,1,0,0,0,50000,10,18,Manufacturer,2.4,Claim,0
915,North West,Karnataka,Urban,Bangalore,Personal,Entertainment,TV,0,0,0,1,1,1,10000,14,9,Dealer,2.5,Complaint,0
917,South West,Andhra Pradesh,Urban,Hyderabad,Business,Entertainment,TV,0,0,0,1,1,1,20000,13,14,Manufacturer,1.4,Claim,0
918,South,Delhi,Urban,New Delhi,Business,Entertainment,TV,0,0,0,0,0,0,25000,10,18,Dealer,1,Complaint,0
919,West,Andhra Pradesh,Urban,Hyderabad,Business,Household,AC,0,1,0,0,0,0,12000,12,60,Internet,2.6,Complaint,0
922,North East,Karnataka,Urban,Bangalore,Personal,Household,AC,0,0,0,0,0,0,50000,15,15,Manufacturer,0.5,Claim,0
924,South East,Delhi,Urban,New Delhi,Business,Entertainment,TV,0,0,0,1,1,1,25000,12,3,Dealer,1.5,Complaint,0
928,East,Karnataka,Urban,Bangalore,Personal,Household,AC,0,2,1,0,0,0,13000,13,7,Manufacturer,1.6,Claim,0
930,North East,Delhi,Urban,New Delhi,Personal,Household,AC,2,1,0,0,0,0,25000,15,21,Dealer,2.4,Complaint,0
931,North West,Delhi,Urban,New Delhi,Personal,Household,AC,2,0,0,0,0,0,12000,14,16,Internet,6.5,Complaint,0
932,South East,Kerala,Urban,Kochi,Business,Household,AC,2,2,0,0,0,0,15000,12,9,Dealer,0.5,Complaint,0
933,South West,Andhra Pradesh,Urban,Hyderabad,Business,Entertainment,TV,0,0,0,0,2,0,10000,13,19,Dealer,1,Claim,0
934,South,Bihar,Urban,Purnea,Business,Entertainment,TV,0,0,0,0,1,0,40000,10,14,Manufacturer,1.5,Claim,1
936,East,Delhi,Urban,New Delhi,Personal,Entertainment,TV,0,0,0,1,1,1,25000,13,60,Dealer,1.3,Complaint,0
937,North,Bihar,Urban,Purnea,Personal,Household,AC,0,1,1,0,0,0,12000,15,10,Internet,1.4,Complaint,0
939,North West,Gujarat,Urban,Vadodara,Personal,Household,AC,0,1,1,0,0,0,10000,14,15,Dealer,2.6,Claim,0
940,South East,Maharashtra,Urban,Mumbai,Business,Household,AC,0,0,1,0,0,0,50000,12,6,Dealer,2.4,Claim,0
943,West,Bihar,Urban,Purnea,Business,Entertainment,TV,0,0,0,0,0,0,12000,12,5,Internet,1,Complaint,0
944,East,Maharashtra,Urban,Mumbai,Personal,Entertainment,TV,0,0,0,0,0,0,15000,13,18,Dealer,1.5,Complaint,0
945,North,Andhra Pradesh,Urban,Hyderabad,Personal,Entertainment,TV,0,0,0,0,0,0,10000,15,7,Dealer,2.5,Claim,0
946,North East,Bihar,Urban,Patna,Personal,Household,AC,0,0,0,0,0,0,50000,15,4,Manufacturer,1.3,Claim,0
947,North West,Maharashtra,Urban,Mumbai,Personal,Entertainment,TV,0,0,0,0,2,0,20000,14,21,Dealer,1.4,Claim,0
949,South West,Maharashtra,Urban,Mumbai,Business,Household,AC,0,0,0,0,0,0,12000,13,9,Internet,2.6,Complaint,0
952,East,Andhra Pradesh,Urban,Hyderabad,Personal,Entertainment,TV,0,0,0,0,1,2,50000,13,18,Manufacturer,0.5,Claim,0
954,North East,Tamil Nadu,Urban,Chennai,Personal,Entertainment,TV,0,0,0,1,0,2,25000,15,10,Dealer,1.5,Complaint,0
955,North West,Gujarat,Urban,Vadodara,Personal,Household,AC,0,0,1,0,0,0,12000,14,12,Internet,2.5,Claim,0
957,South West,Andhra Pradesh,Urban,Hyderabad,Business,Household,AC,1,0,0,0,0,0,10000,13,6,Dealer,1.4,Complaint,0
958,South,Tamil Nadu,Urban,Chennai,Business,Household,AC,0,0,0,0,0,0,50000,10,3,Manufacturer,1.6,Claim,0
959,West,Gujarat,Urban,Vadodara,Business,Household,AC,0,0,0,0,0,0,20000,12,4,Dealer,2.6,Claim,0
960,South,Karnataka,Urban,Bangalore,Business,Entertainment,TV,0,0,0,1,2,0,15000,10,60,Manufacturer,0.5,Complaint,0
961,South,Karnataka,Urban,Bangalore,Business,Household,AC,0,0,1,0,0,0,50000,10,18,Manufacturer,2.4,Claim,1
965,South West,Andhra Pradesh,Urban,Hyderabad,Business,Entertainment,TV,0,0,0,1,1,1,20000,13,14,Manufacturer,1.4,Claim,1
970,East,Karnataka,Urban,Bangalore,Personal,Household,AC,0,1,1,0,0,0,13000,13,7,Manufacturer,1.6,Claim,0
972,North East,Delhi,Urban,New Delhi,Personal,Household,AC,1,1,0,0,0,0,25000,15,21,Dealer,2.4,Complaint,0
973,North West,Delhi,Urban,New Delhi,Personal,Household,AC,1,0,0,0,0,0,12000,14,16,Internet,6.5,Complaint,0
974,South East,Kerala,Urban,Kochi,Business,Household,AC,1,2,0,0,0,0,15000,12,9,Dealer,0.5,Complaint,1
975,South,Bihar,Urban,Purnea,Business,Entertainment,TV,0,0,0,0,1,0,40000,10,14,Manufacturer,1.5,Claim,0
976,East,Delhi,Urban,New Delhi,Personal,Entertainment,TV,0,0,0,0,1,1,25000,13,60,Dealer,1.3,Claim,0
978,North West,Gujarat,Urban,Vadodara,Personal,Household,AC,0,1,1,0,0,0,10000,14,15,Dealer,2.6,Other,0
980,East,West Bengal,Urban,Kolkata,Personal,Entertainment,TV,0,0,0,1,2,1,373,14,72,Dealer,30,Claim,0
981,South,Kerala,Urban,Kochi,Business,Household,AC,0,2,1,0,0,0,2742,10,214,Manufacturer,30,Complaint,0
982,South East,Andhra Pradesh,Urban,Vizag,Personal,Entertainment,TV,0,0,0,1,2,1,5901,11,370,Dealer,30,Claim,0
984,South East,Andhra Pradesh,Urban,Vizag,Personal,Entertainment,TV,0,0,0,0,1,0,8386,12,197,Dealer,30,Claim,0
988,East,West Bengal,Urban,Kolkata,Personal,Entertainment,TV,0,0,0,1,2,0,7028,14,679,Manufacturer,30,Claim,1
989,North,Jammu and Kashmir,Urban,Srinagar,Business,Entertainment,TV,0,0,0,1,1,1,5284,15,210,Dealer,30,Claim,0
991,South West,Goa,Urban,Panaji,Business,Entertainment,TV,0,0,0,0,1,1,4000,15,363,Dealer,30,Other,0
992,South East,Andhra Pradesh,Urban,Hyderabad,Business,Entertainment,TV,0,0,0,1,1,0,4805,12,948,Dealer,3,Claim,0
993,North East,Assam,Urban,Guwhati,Personal,Entertainment,TV,0,0,0,1,2,0,3501,14,43,Dealer,30,Other,1
994,West,Gujarat,Urban,Ahmedabad,Personal,Household,AC,1,1,2,0,0,0,7755,13,550,Dealer,30,Claim,0
995,North West,Rajasthan,Urban,Jaipur,Business,Household,AC,1,1,2,0,0,0,6956,11,117,Manufacturer,6,Other,0
996,South,Karnataka,Urban,Bangalore,Personal,Household,AC,1,1,2,0,0,0,6542,13,271,Dealer,4,Claim,0
997,South East,Andhra Pradesh,Urban,Hyderabad,Business,Entertainment,TV,0,0,0,0,1,0,170,11,371,Dealer,30,Other,0
998,West,Gujarat,Urban,Ahmedabad,Personal,Household,AC,1,1,2,0,0,0,6993,15,505,Manufacturer,7,Complaint,1
1002,South,Kerala,Urban,Kochi,Personal,Entertainment,TV,0,0,0,1,1,1,4862,10,854,Dealer,30,Claim,0
1003,North,Uttar Pradesh,Urban,Meerut,Business,Entertainment,TV,0,0,0,0,2,0,1656,14,827,Internet,30,Claim,0
1004,South East,Andhra Pradesh,Urban,Hyderabad,Business,Household,AC,1,1,0,0,0,0,4000,15,864,Manufacturer,30,Other,0
1005,East,Bihar,Urban,Patna,Personal,Entertainment,TV,0,0,0,2,1,0,2856,11,625,Internet,8,Other,0
1010,East,Jharkhand,Urban,Ranchi,Personal,Household,AC,0,1,2,0,0,0,4905,11,613,Manufacturer,30,Claim,0
1024,South West,Goa,Urban,Panaji,Business,Entertainment,TV,0,0,0,1,1,0,6586,13,35,Dealer,30,Claim,0
1032,East,West Bengal,Urban,Kolkata,Personal,Household,AC,0,1,0,0,0,0,4388,13,309,Manufacturer,30,Complaint,0
1037,North,Himachal Pradesh,Urban,Shimla,Personal,Household,AC,0,2,1,0,0,0,5584,11,111,Dealer,4,Other,0
1040,West,Maharashtra,Urban,Mumbai,Personal,Entertainment,TV,0,0,0,0,1,1,2961,12,547,Internet,30,Other,0
1045,West,Gujarat,Urban,Ahmedabad,Personal,Entertainment,TV,0,0,0,1,1,1,7370,13,698,Manufacturer,30,Other,0
1046,North,Delhi,Urban,Delhi,Personal,Entertainment,TV,0,0,0,0,1,0,8344,14,3,Internet,3,Complaint,0
1047,South,Kerala,Urban,Kochi,Personal,Household,AC,0,1,1,0,0,0,2538,12,73,Dealer,30,Claim,0
1057,South,Karnataka,Urban,Bangalore,Business,Entertainment,TV,0,0,0,1,1,1,10000,10,574,Manufacturer,30,Claim,0
1058,South East,Andhra Pradesh,Urban,Hyderabad,Business,Household,AC,0,1,0,0,0,0,3651,11,388,Internet,30,Claim,1
1061,South East,Andhra Pradesh,Urban,Vizag,Business,Entertainment,TV,0,0,0,1,2,0,6405,11,790,Manufacturer,30,Complaint,0
1062,South East,Andhra Pradesh,Urban,Vizag,Business,Entertainment,TV,0,0,0,0,1,1,5618,14,289,Dealer,30,Claim,1
1065,East,West Bengal,Urban,Kolkata,Personal,Entertainment,TV,0,0,0,0,2,1,501,10,409,Internet,30,Claim,0
1067,North,Delhi,Urban,Delhi,Business,Household,AC,1,2,0,0,0,0,7235,13,125,Dealer,30,Complaint,0
1071,West,Gujarat,Urban,Ahmedabad,Personal,Entertainment,TV,0,0,0,0,1,1,4000,15,609,Internet,5,Claim,0
1072,East,West Bengal,Urban,Kolkata,Business,Entertainment,TV,0,0,0,1,2,1,5283,11,883,Dealer,12,Claim,0
1074,South West,Goa,Urban,Panaji,Personal,Household,AC,0,2,0,0,0,0,4832,14,481,Internet,30,Complaint,0
1076,North East,Tripura,Urban,Agartala,Personal,Household,AC,0,1,1,0,0,0,2515,10,748,Manufacturer,30,Other,0
1078,North,Delhi,Urban,Delhi,Personal,Entertainment,TV,0,0,0,0,2,1,2538,14,353,Dealer,30,Complaint,0
1079,South,Karnataka,Urban,Bangalore,Business,Household,AC,0,1,0,0,0,0,2000,15,187,Manufacturer,10,Complaint,0
1080,South,Andhra Pradesh,Urban,Hyderabad,Personal,Household,AC,1,0,0,0,0,0,2000,15,52,Dealer,6,Complaint,0
1081,North West,Rajasthan,Urban,Jaipur,Personal,Household,AC,2,0,0,0,0,0,5000,11,118,Internet,23,Complaint,0
1082,West,Maharashtra,Urban,Mumbai,Personal,Entertainment,TV,0,0,0,2,1,1,9000,14,173,Manufacturer,7,Claim,0
1083,West,Maharashtra,Urban,Mumbai,Personal,Entertainment,TV,0,0,0,1,2,0,7000,14,43,Dealer,17,Claim,0
1084,West,Maharashtra,Urban,Mumbai,Business,Entertainment,TV,0,0,0,2,0,0,5000,14,197,Internet,13,Complaint,0
1085,West,Maharashtra,Urban,Mumbai,Personal,Household,AC,1,0,0,0,0,0,2000,14,304,Internet,20,Claim,1
1086,West,Maharashtra,Urban,Mumbai,Personal,Household,AC,2,0,0,0,0,0,5000,14,167,Manufacturer,9,Complaint,0
1087,West,Maharashtra,Urban,Mumbai,Business,Household,AC,2,0,0,0,0,0,5000,14,49,Internet,22,Complaint,1
1088,West,Maharashtra,Urban,Mumbai,Business,Entertainment,TV,0,0,0,2,0,1,7000,14,293,Manufacturer,13,Complaint,0
1089,West,Maharashtra,Urban,Mumbai,Personal,Household,AC,0,0,0,0,0,0,0,14,332,Manufacturer,20,Complaint,1
1090,West,Maharashtra,Urban,Mumbai,Personal,Entertainment,TV,0,0,0,1,1,0,4000,14,331,Manufacturer,24,Complaint,0
1091,South,Karnataka,Urban,Bangalore,Business,Household,AC,1,0,0,0,0,0,2000,15,329,Dealer,14,Complaint,0
1092,South,Karnataka,Urban,Bangalore,Business,Entertainment,TV,0,0,0,0,1,0,2000,15,315,Internet,23,Complaint,0
1093,South,Karnataka,Urban,Bangalore,Business,Household,AC,2,0,0,0,0,0,5000,15,112,Dealer,15,Complaint,0
1094,South,Karnataka,Urban,Bangalore,Business,Entertainment,TV,0,0,0,2,0,0,5000,15,281,Manufacturer,4,Complaint,0
1095,South,Karnataka,Urban,Bangalore,Personal,Household,AC,1,0,0,0,0,0,2000,15,57,Internet,15,Complaint,0
1096,South,Karnataka,Urban,Bangalore,Personal,Entertainment,TV,0,0,0,1,1,0,4000,15,61,Dealer,20,Complaint,0
1097,South,Karnataka,Urban,Bangalore,Personal,Household,AC,2,2,0,0,0,0,10000,15,349,Internet,21,Complaint,0
1098,South,Tamil Nadu,Urban,Chennai,Personal,Household,AC,2,2,1,0,0,0,12000,15,244,Manufacturer,4,Complaint,0
1099,South,Tamil Nadu,Urban,Chennai,Business,Household,AC,0,0,0,0,0,0,0,15,281,Internet,19,Complaint,0
1100,South,Tamil Nadu,Urban,Chennai,Personal,Entertainment,TV,0,0,0,1,1,1,6000,15,343,Internet,7,Complaint,0
1101,South,Tamil Nadu,Urban,Chennai,Personal,Household,AC,1,1,0,0,0,0,4000,15,80,Manufacturer,12,Complaint,0
1102,South,Tamil Nadu,Urban,Chennai,Personal,Entertainment,TV,0,0,0,2,0,0,5000,15,323,Dealer,8,Complaint,0
1103,South,Tamil Nadu,Urban,Chennai,Personal,Household,AC,2,2,1,0,0,0,12000,15,167,Internet,15,Complaint,0
1104,South,Tamil Nadu,Urban,Chennai,Personal,Household,AC,1,0,0,0,0,0,2000,15,147,Manufacturer,12,Complaint,0
1105,South,Tamil Nadu,Urban,Chennai,Personal,Household,AC,1,2,0,0,0,0,7000,15,345,Internet,1,Complaint,0
1106,South,Tamil Nadu,Urban,Chennai,Personal,Household,AC,1,1,0,0,0,0,4000,15,68,Dealer,10,Complaint,0
1107,South,Tamil Nadu,Urban,Chennai,Personal,Household,AC,1,2,0,0,0,0,7000,15,68,Manufacturer,9,Complaint,0
1108,South,Tamil Nadu,Urban,Chennai,Personal,Household,AC,0,1,0,0,0,0,2000,15,218,Internet,16,Complaint,0
1109,South,Tamil Nadu,Urban,Chennai,Business,Household,AC,2,2,0,0,0,0,10000,15,35,Internet,11,Claim,0
1110,South,Tamil Nadu,Urban,Chennai,Business,Household,AC,2,0,0,0,0,0,5000,15,152,Dealer,18,Claim,0
1111,South,Tamil Nadu,Urban,Chennai,Personal,Household,AC,1,1,1,0,0,0,6000,15,280,Dealer,21,Complaint,0
1112,South,Tamil Nadu,Urban,Chennai,Personal,Entertainment,TV,0,0,0,0,0,0,0,15,213,Manufacturer,2,Complaint,0
1113,South,Tamil Nadu,Urban,Chennai,Personal,Entertainment,TV,0,0,0,2,0,0,5000,15,254,Dealer,9,Claim,0
1114,South,Tamil Nadu,Urban,Chennai,Personal,Entertainment,TV,0,0,0,1,0,0,2000,15,39,Dealer,11,Claim,0
1115,South,Tamil Nadu,Urban,Chennai,Personal,Household,AC,1,1,0,0,0,0,4000,15,36,Internet,5,Complaint,0
1116,South,Tamil Nadu,Urban,Chennai,Personal,Household,AC,2,2,1,0,0,0,12000,15,233,Manufacturer,21,Claim,0
1117,South East,Orissa,Urban,Bhubaneswar,Personal,Household,AC,1,2,0,0,0,0,7000,12,247,Internet,18,Complaint,0
1118,South East,Orissa,Urban,Bhubaneswar,Personal,Entertainment,TV,0,0,0,0,1,0,2000,12,30,Dealer,8,Claim,0
1119,South East,Orissa,Urban,Bhubaneswar,Personal,Household,AC,0,1,0,0,0,0,2000,12,350,Internet,18,Complaint,0
1120,South East,Orissa,Urban,Bhubaneswar,Personal,Entertainment,TV,0,0,0,1,0,0,2000,12,205,Manufacturer,24,Complaint,0
1121,South East,Orissa,Urban,Bhubaneswar,Personal,Household,AC,2,2,2,0,0,0,15000,12,311,Dealer,4,Claim,0
1122,South East,Orissa,Urban,Bhubaneswar,Personal,Entertainment,TV,0,0,0,2,1,0,7000,12,280,Internet,19,Claim,0
1123,South East,Orissa,Urban,Bhubaneswar,Business,Household,AC,1,1,0,0,0,0,4000,12,233,Dealer,6,Complaint,0
1124,South East,Orissa,Urban,Bhubaneswar,Personal,Entertainment,TV,0,0,0,1,0,1,4000,12,324,Manufacturer,19,Claim,0
1125,South East,Orissa,Urban,Bhubaneswar,Personal,Household,AC,2,2,2,0,0,0,15000,12,22,Dealer,23,Claim,0
1126,South East,Orissa,Urban,Bhubaneswar,Personal,Entertainment,TV,0,0,0,1,1,0,4000,12,282,Internet,15,Complaint,0
1127,South East,Orissa,Urban,Bhubaneswar,Personal,Household,AC,1,1,0,0,0,0,4000,12,347,Internet,6,Claim,0
1128,South East,Orissa,Urban,Bhubaneswar,Business,Entertainment,TV,0,0,0,1,0,0,2000,12,274,Manufacturer,11,Claim,0
1129,South East,Orissa,Urban,Bhubaneswar,Business,Household,AC,1,2,0,0,0,0,7000,12,193,Dealer,7,Claim,0
1130,South East,Orissa,Urban,Bhubaneswar,Business,Household,AC,2,2,2,0,0,0,15000,12,197,Internet,4,Claim,0
1131,South East,Orissa,Urban,Bhubaneswar,Personal,Entertainment,TV,0,0,0,2,1,0,7000,12,32,Manufacturer,14,Claim,0
1132,South East,Orissa,Urban,Bhubaneswar,Personal,Entertainment,TV,0,0,0,1,0,0,2000,12,365,Internet,5,Complaint,0
1133,South East,Orissa,Urban,Bhubaneswar,Personal,Household,AC,0,1,0,0,0,0,2000,12,61,Dealer,24,Claim,0
1134,South,Andhra Pradesh,Urban,Vijayawada,Personal,Household,AC,1,1,0,0,0,0,4000,15,170,Manufacturer,19,Claim,0
1135,South,Andhra Pradesh,Urban,Vijayawada,Personal,Household,AC,2,2,2,0,0,0,15000,15,303,Internet,7,Complaint,0
1136,South,Andhra Pradesh,Urban,Vijayawada,Personal,Entertainment,TV,0,0,0,2,1,0,7000,15,330,Dealer,8,Claim,0
1137,South,Andhra Pradesh,Urban,Vijayawada,Personal,Household,AC,1,1,0,0,0,0,4000,15,79,Dealer,7,Claim,0
1138,South,Andhra Pradesh,Urban,Vijayawada,Personal,Entertainment,TV,0,0,0,1,0,1,4000,15,26,Manufacturer,23,Complaint,0
1139,South,Andhra Pradesh,Urban,Vijayawada,Personal,Household,AC,2,0,0,0,0,0,5000,15,45,Internet,24,Claim,0
1140,South,Andhra Pradesh,Urban,Vijayawada,Personal,Entertainment,TV,0,0,0,2,1,0,7000,15,287,Dealer,1,Claim,0
1141,South,Andhra Pradesh,Urban,Vijayawada,Business,Household,AC,1,0,0,0,0,0,2000,15,224,Manufacturer,23,Complaint,0
1142,South,Andhra Pradesh,Urban,Vijayawada,Personal,Entertainment,TV,0,0,0,2,0,0,5000,15,275,Internet,21,Claim,0
1143,South,Andhra Pradesh,Urban,Vijayawada,Business,Household,AC,2,0,0,0,0,0,5000,15,315,Dealer,3,Claim,0
1144,South,Andhra Pradesh,Urban,Vijayawada,Personal,Entertainment,TV,0,0,0,1,1,1,6000,15,301,Manufacturer,3,Complaint,0
1145,South,Andhra Pradesh,Urban,Vijayawada,Personal,Household,AC,1,0,0,0,0,0,2000,15,356,Internet,13,Claim,0
1146,South,Andhra Pradesh,Urban,Vijayawada,Personal,Entertainment,TV,0,0,0,1,0,0,2000,15,301,Dealer,18,Claim,0
1147,South,Andhra Pradesh,Urban,Vijayawada,Personal,Household,AC,1,2,0,0,0,0,7000,15,333,Internet,24,Complaint,0
1148,South,Andhra Pradesh,Urban,Vijayawada,Personal,Entertainment,TV,0,0,0,0,1,1,4000,15,103,Manufacturer,16,Claim,0
1149,North East,Uttar Pradesh,Urban,Lucknow,Personal,Household,AC,2,0,0,0,0,0,5000,10,288,Dealer,18,Claim,0
1150,North East,Uttar Pradesh,Urban,Lucknow,Personal,Entertainment,TV,0,0,0,0,0,0,0,10,125,Internet,1,Complaint,0
1151,North East,Uttar Pradesh,Urban,Lucknow,Business,Household,AC,1,0,0,0,0,0,2000,10,148,Manufacturer,24,Claim,1
1152,North East,Uttar Pradesh,Urban,Lucknow,Personal,Entertainment,TV,0,0,0,2,0,0,5000,10,291,Dealer,1,Claim,0
1153,North East,Uttar Pradesh,Urban,Lucknow,Personal,Household,AC,1,0,0,0,0,0,2000,10,180,Internet,22,Complaint,0
1154,North East,Uttar Pradesh,Urban,Lucknow,Business,Entertainment,TV,0,0,0,1,1,0,4000,10,81,Internet,21,Claim,0
1155,North East,Uttar Pradesh,Urban,Lucknow,Personal,Entertainment,TV,0,0,0,1,0,0,2000,10,46,Manufacturer,8,Claim,0
1156,North East,Uttar Pradesh,Urban,Lucknow,Personal,Household,AC,2,0,0,0,0,0,5000,10,147,Dealer,22,Complaint,0
